Source ID,Date,Time (UTC),Affiliation,SNAP deduced,SNAP certain,NFR code,Latitude,Longitude,Wind dir.,Wind (m/s),Met. Location,Source type,Sampling method,Location,City,Region,Country,Continent,Campaign,Sample Receptacle,Field comment,Measurement type,Measurement lab,n d13C,Source d13C VPDB [‰],+-,r2 d13C,x(CH4) excess d13C [ppb],+-,n dD,Source dD SMOW [‰],+-,r2 dD,x(CH4) excess dD [ppb],+-,Regression method
ESR9_98,28/11/2018,11:48,RHUL,Waste,Waste,5D,51.46627900,-0.33940233,S/SW,7.6,nan,Sewage,"Urban road, mobile inlet",Weavers Cl - Mogden Water Treatment Works,Hounslow,London England,United Kingdom,Europe,RHUL UNC,SKC Flexfoil bags,nan,IRMS,RHUL,2,-51.30,0.0108,1,430,10,,,,,,,BSCE Bisector
RHUL_NN_2,27/02/2019,13:05,RHUL,Waste,Waste,3B,52.47856,0.94036,WSW-W,2.2,Doncaster,Manure pile,"Mobile inlet, car","Rural road, downwind plume",Finningley,East England,United Kingdom,Europe,RHUL_NN,SKC Flexfoil bags,Downwind Plume,IRMS,RHUL,1,-51.3,,nan,236,0.00163,,,,,,,Excel
ESR8_5,15/12/2017,nan,UU,Waste,Waste,5A,52.43545600,4.74279100,W,nan,nan,Active landfill,"Mobile inlet, car","Afvalzorg, locatie Nauerna",Nauerna,North Holland,The Netherlands,Europe,ESR8/10,Tedlar bags,nan,IRMS,UU,2,-51.47,1.3860,1,103.095534,5.796501443,,,,,,,ODR
ESR7_27,06/12/2018,15:15:44,RHUL,Waste,Waste,5B,51.81562,-0.72454,SW,4.7,nan,Biogas Plant,"Mobile inlet, car",Arla Dairy Biogas Plant,Aylesbury,England,United Kingdom,Europe,Biogas Plant Survey,SKC Flexfoil bags,nan,IRMS,RHUL,2,-51.67,0.047,1,34.06948,0.00044,,,,,,,BSCE Bisector
ESR7_34,17/12/2018,12:50:00,RHUL,Waste,Waste,5B,51.71606,-1.21307,SSW,nan,nan,WWTP ,"Mobile inlet, car",Oxford Sewage Treatment Works,Oxford,England,United Kingdom,Europe,Biogas Plant Survey,SKC Flexfoil bags,nan,IRMS,RHUL,3,-51.77,0.000164,1,1153.58817,0.0005,,,,,,,BSCE Bisector
ESR7_15,27/09/2018,14:29:27,RHUL/RUG,Waste,Waste,5B,53.18966,6.58492,SW-SSW,2.2,nan,Biogas Plant,"Mobile inlet, car",Woldjespoor Biogas Plant,Groningen,Groningen,The Netherlands,Europe,RUG Secondment,SKC Flexfoil bags,nan,IRMS,RHUL,2,-51.85,0.0024,1,968.33244,0.00033,,,,,,,BSCE Bisector
ESR7_42,23/01/2019,11:38:10,RHUL,Waste,Waste,5B1B,51.216545,-1.061975,NNW,1.3,nan,Composting,"Mobile inlet, car",Veolia Environmental Services,Basingstoke,England,United Kingdom,Europe,Biogas Plant Survey,SKC Flexfoil bags,nan,IRMS,RHUL,4,-51.91,1.5,0.4909,4087.53978,0.00059,,,,,,,BSCE Bisector
ESR7_61,23/05/2019,14:08:00,RHUL,Waste,Waste,5A,52.380485,-0.6284536,S-SSE,0.5,nan,Active landfill,"Mobile inlet, car",Cranford Landfill,Cranford,North of England,United Kingdom,Europe,Biogas Plant Survey,SKC Flexfoil bags,nan,IRMS,RHUL,3,-52.13,1.19,0.858,125.80565127.93898,0.0004,,,,,,,BSCE Bisector
RHUL_FY_,7,Mixed,RHUL,Waste,Waste,5A,53.75031,-2.82621,nan,nan,nan,Landfll - restored,"Mobile inlet, car",Clifton west landfill - plumes from perimeter vents,Clifton,Lancashire,United Kingdom,Europe,RHUL_FYX,SKC Flexfoil bags,Downwind Plume,IRMS,RHUL,16,-52.31,0.93,1.00,1715,0.00163,,,,,,,Excel (Miller-Tans)
ESR8_6,15/12/2017,nan,UU,Waste,Waste,5A,52.43545600,4.74279100,W,nan,nan,Active landfill,"Mobile inlet, car","Afvalzorg, locatie Nauerna",Nauerna,North Holland,The Netherlands,Europe,ESR8/10,Tedlar bags,nan,IRMS,UU,2,-52.45,0.0191,1,10595.48998,244.5197545,,,,,,,ODR
ESR7_77,05/11/2019,10:56:00,RHUL,Waste,Waste,5A,51.07641,-2.55272,N,13,WYAB,Closed Landfill,"Mobile inlet, car",Viridor Dimmer Landfill ,Castle Carry,South West England,United Kingdom,Europe,Viridor Secondment-Dimmer Fall Survey,SKC Flexfoil bags,nan,IRMS,RHUL,6,-52.6,1.5,0.4391,695.6205,0.00103,,,,,,,BSCE Bisector
ESR7_28,06/12/2018,10:20:32,RHUL,Waste,Waste,5B,51.72843,-0.25806,SW,4.5,nan,Biogas Plant,"Mobile inlet, car",Coursers Farm,St Albans,England,United Kingdom,Europe,Biogas Plant Survey,SKC Flexfoil bags,nan,IRMS,RHUL,3,-52.64,1.47,0.9378,41.81952,0.00006,,,,,,,BSCE Bisector
ESR7_86,05/03/2020,12:35:00,RHUL,Waste,Waste,5B,51.81761,-0.72479,N,4.7,nan,Biogas Plant,"Mobile inlet, car",Olecco Biogas Plant,Aylesbury,England,United Kingdom,Europe,Biogas Plant Survey,SKC Flexfoil bags,nan,IRMS,RHUL,3,-52.92,1.67,0.5807,1886.6865,0.0008,,,,,,,BSCE Bisector
ESR9_11,12/02/2018,11:18,RHUL,Waste,Waste,5A,52.60088150,4.76116150,WNW,3.400247197,iPhone,Landfill,"Mobile inlet, car","Boekelerdijk - Sortiva, GP Groot ",Alkmaar,North Holland,The Netherlands,Europe,MEMO2 2018 winter school,SKC Flexfoil bags,nan,IRMS,RHUL,5,-53.00,0.1085,0.9001,161.813825,6.417166,,,,,,,BSCE Bisector
ESR7_67,10/07/2019,nan,RHUL,Waste,Waste,5B1B,51.078981,-2.549527,SW-WSW,6,WYAB,Composting,"Mobile inlet, car",Viridor Dimmer Landfill ,Castle Carry,South West England,United Kingdom,Europe,Viridor Secondment-Dimmer Summer Survey,SKC Flexfoil bags,nan,IRMS,RHUL,5,-53,1.6,0.9849,1118.74247,0.00037,,,,,,,BSCE Bisector
ESR9_221,05/09/2019,nan,RHUL/INCAS,Waste,Waste,5D,44.94876260,26.05242740,nan,nan,nan,Urban streets,"Mobile inlet, car",StrPelinului 31,Ploiesti,Prahova,Romania,Europe,ROMEO,SKC Flexfoil bags,nan,IRMS,RHUL,2,-53.02,0.0011,1,2256.566827,0.000995094,,,,,,,BSCE Bisector
RHUL_KM_,2,Mixed,RHUL,Waste,Waste,5A,54.22791,-0.41651,nan,nan,nan,Waste recycling,"Mobile inlet, car",Seamer Carr Recycling Centre,Seamer,North Yorkshire,United Kingdom,Europe,RHUL_KMX,SKC Flexfoil bags,Downwind Plume,IRMS,RHUL,4,-53.16,0.18,1.00,2587,0.00163,,,,,,,Excel (Miller-Tans)
ESR7_58,15/05/2019,12:42:00,RHUL,Waste,Waste,5B,51.097233,-0.326245,SSE,0.5,nan,Biogas Plant,"Mobile inlet, car",Britaniacrest Recycling Ltd,Horsham,England,United Kingdom,Europe,Biogas Plant Survey,SKC Flexfoil bags,nan,IRMS,RHUL,3,-53.3,0.09,0.9977,318.03666,0.00071,,,,,,,BSCE Bisector
ESR7_66,10/07/2019,nan,RHUL,Waste,Waste,5A,51.076414,-2.552718,SW-WSW,12,WYAB,Closed Landfill,"Mobile inlet, car",Viridor Dimmer Landfill ,Castle Carry,South West England,United Kingdom,Europe,Viridor Secondment-Dimmer Summer Survey,SKC Flexfoil bags,nan,IRMS,RHUL,6,-53.3,0.4,0.8836,661.60024,0.0004,,,,,,,BSCE Bisector
ESR8_9,15/12/2017,nan,UU,Waste,Waste,5A,52.43545600,4.74279100,W,nan,nan,Active landfill,"Mobile inlet, car","Afvalzorg, locatie Nauerna",Nauerna,North Holland,The Netherlands,Europe,ESR8/10,Tedlar bags,nan,IRMS,UU,3,-53.37,0.7868,0.845671394,420.252371,7.069603043,,,,,,,ODR
ESR7_48,14/03/2019,12:50:10,RHUL,Waste,Waste,5B,52.150741,-0.923326,WNW,9.4,nan,Biogas Plant,"Mobile inlet, car",Blisworth Hill Farm,Northamptonshire,England,United Kingdom,Europe,Biogas Plant Survey,SKC Flexfoil bags,nan,IRMS,RHUL,2,-53.37,0.039,1,107.93676,0.038,,,,,,,BSCE Bisector
ESR9_58,27/03/2019,14:12,RHUL,Waste,Waste,5A,51.62850000,-3.89820000,W,5.81,EGFF,Landfill,"Downwind of landfill, mobile inlet",Tir John N Road,Swansea,West Glamorgan England,United Kingdom,Europe,RHUL UNC,SKC Flexfoil bags,Downwind of landfill,IRMS,RHUL,4,-53.37,0.8421,0.689520924,4964,1,,,,,,,BSCE Bisector
ESR8_8,15/12/2017,nan,UU,Waste,Waste,5A,52.43545600,4.74279100,W,nan,nan,Active landfill,"Mobile inlet, car","Afvalzorg, locatie Nauerna",Nauerna,North Holland,The Netherlands,Europe,ESR8/10,Tedlar bags,nan,IRMS,UU,3,-53.61,0.1022,0.96638644,5106.088713,11.10050053,,,,,,,ODR
ESR9_92,21/11/2018,14:28,RHUL,Waste,Waste,5A,51.49723920,0.41836070,SE,nan,nan,Landfill,"Urban road, mobile inlet","Mucking Landfill, Walton's road",Havering,London England,United Kingdom,Europe,RHUL UNC,SKC Flexfoil bags,nan,IRMS,RHUL,2,-53.77,0.0168,1,231,0,,,,,,,BSCE Bisector
ESR9_89,21/11/2018,13:16,RHUL,Waste,Waste,5A,51.49873880,0.43591990,SE,nan,nan,Landfill,"Urban road, mobile inlet",Mucking Landfill,Havering,London England,United Kingdom,Europe,RHUL UNC,SKC Flexfoil bags,nan,IRMS,RHUL,7,-53.79,0.1614,0.968839911,595,0,,,,,,,BSCE Bisector
ESR7_88,05/03/2020,15:00:00,RHUL,Waste,Waste,5B,52.08671,-1.18938,N,4.5,nan,Biogas Plant,"Mobile inlet, car",Stuchbury Manor Farm,Banbury,England,United Kingdom,Europe,Biogas Plant Survey,SKC Flexfoil bags,nan,IRMS,RHUL,3,-53.98,1.6,0.6633,334.01709,0.00117,,,,,,,BSCE Bisector
ESR8_7,15/12/2017,nan,UU,Waste,Waste,5A,52.43545600,4.74279100,W,nan,nan,Active landfill,"Mobile inlet, car","Afvalzorg, locatie Nauerna",Nauerna,North Holland,The Netherlands,Europe,ESR8/10,Tedlar bags,nan,IRMS,UU,2,-54.06,0.0399,1,2544.838308,0.759699585,,,,,,,ODR
ESR7_60,15/05/2019,17:00:00,RHUL,Waste,Waste,5D,51.43248,-0.98483,SSW,0.4,nan,WWTP ,"Mobile inlet, car",Reading Sewage Treatment Works,Reading,England,United Kingdom,Europe,Biogas Plant Survey,SKC Flexfoil bags,nan,IRMS,RHUL,3,-54.08,1.4,0.7383,249.97898,0.0005,,,,,,,BSCE Bisector
ESR9_71,26/08/2018,14:44,RHUL,Waste,Waste,5B,51.58216620,-0.45564670,S,6.26,EGLL,Compost,"Urban road, mobile inlet",West London Composting - Muturation site,Hillingdon,London England,United Kingdom,Europe,RHUL UNC,SKC Flexfoil bags,nan,IRMS,RHUL,2,-54.11,0.0205,1,398,1,,,,,,,BSCE Bisector
ESR7_37,03/01/2019,nan,RHUL,Waste,Waste,5D,39.90255,32.462,SW,7.5,nan,WWTP ,"Mobile inlet, car",Tatlar WWTP,Ankara,Ankara,Turkey,Asia,TUR,SKC Flexfoil bags,nan,IRMS,RHUL,6,-54.35,0.31,0.9744,358.44495,0.0009,,,,,,,BSCE Bisector
ESR9_15,15/06/2018,17:22,RHUL,Waste,Waste,5D,51.05481000,-0.35848000,SW,6.71,EGKK,Water_Treatment,"Rural Industrial waste facility, mobile inlet",A24 - Horsham Water Treatment Works,Horsham,South East England,United Kingdom,Europe,RHUL UNC,SKC Flexfoil bags,Waste_waste_water,IRMS,RHUL,3,-54.39,0.0041,1,285,0,,,,,,,BSCE Bisector
ESR9_91,21/11/2018,14:26,RHUL,Waste,Waste,5A,51.49158880,0.40792750,SE,nan,nan,Landfill,"Urban road, mobile inlet",Mucking SW corner,Havering,London England,United Kingdom,Europe,RHUL UNC,SKC Flexfoil bags,nan,IRMS,RHUL,2,-54.39,0.0008,1,148,0,,,,,,,BSCE Bisector
ESR7_69,16/07/2019,11:30:00,RHUL,Waste,Waste,5B,50.5732,-3.6093,S-SSE,9,WYAB,Closed Landfill ,"Mobile inlet, car","Heathfield landfill, gas compound",Fosterville,South West England,United Kingdom,Europe,Viridor Secondment-Heathfield Survey,SKC Flexfoil bags,nan,IRMS,RHUL,6,-54.8,1.3,0.9034,2544.29286,0.00064,,,,,,,BSCE Bisector
ESR7_23,06/12/2018,11:26:45,RHUL,Waste,Waste,5B,51.85141,0.0983,SW,4.5,nan,Biogas Plant,"Mobile inlet, car",Green Tye Biogas Plant,Hadham,England,United Kingdom,Europe,Biogas Plant Survey,SKC Flexfoil bags,nan,IRMS,RHUL,3,-54.82,0.18,0.998,208.05333,0.0002,,,,,,,BSCE Bisector
ESR9_90,21/11/2018,14:21,RHUL,Waste,Waste,5A,51.49849110,0.42111120,SE,nan,nan,Landfill,"Urban road, mobile inlet","Mucking Landfill, Walton's road",Havering,London England,United Kingdom,Europe,RHUL UNC,SKC Flexfoil bags,nan,IRMS,RHUL,2,-54.83,0.0050,1,146,0,,,,,,,BSCE Bisector
ESR7_30,17/12/2018,10:40:00,RHUL,Waste,Waste,5D,51.44498,-0.75641,SSW,nan,nan,WWTP ,"Mobile inlet, car",Bracknell Sewage,Bracknell,England,United Kingdom,Europe,Biogas Plant Survey,SKC Flexfoil bags,nan,IRMS,RHUL,3,-54.91,0.183,0.9979,195.6782,0.0004,,,,,,,BSCE Bisector
RHUL_FY_,1,Mixed,RHUL,Waste,Waste,5A,53.78221,-2.99939,SW,nan,nan,Landfill - restored,"Mobile inlet, car",Midgeland Landfill,Blackpool,Lancashire,United Kingdom,Europe,RHUL_FYX,SKC Flexfoil bags,Downwind Plume,IRMS,RHUL,1,-55.30,NA,,5979,0.00163,,,,,,,Excel
ESR7_83,17/02/2020,11:07:30,RHUL,Waste,Waste,5B1B,51.07898,-2.54953,SW,10,nan,Composting,"Mobile inlet, car",Viridor Dimmer Landfill ,Castle Carry,South West England,United Kingdom,Europe,Viridor Secondment-Dimmer Winter Survey,SKC Flexfoil bags,nan,IRMS,RHUL,6,-55.5,0.5,0.9806,22297.47862,0.17,,,,,,,BSCE Bisector
ESR7_14,27/09/2018,13:57:06,RHUL/RUG,Waste,Waste,5A,53.16917,6.60019,SW-SSW,2.7,nan,Active Landfill,"Mobile inlet, car",Stainkoeln 2 Landfill,Groningen,Groningen,The Netherlands,Europe,RUG Secondment,SKC Flexfoil bags,nan,IRMS,RHUL,2,-55.51,0.0067,1,242.86141,0.00031428,,,,,,,BSCE Bisector
ESR9_82,21/11/2018,11:23,RHUL,Waste,Waste,5B,51.52177350,0.13588340,SE,4,nan,Biogas,"Urban road, mobile inlet",Halyard St - Refood_ltd,Havering,London England,United Kingdom,Europe,RHUL UNC,SKC Flexfoil bags,"Industrial park.  Near Stolthaven Dagenham Oil refinery, Veolia Dagenham Recycling, and Gill Aggregates ltd, and Cement and Ash supplier CEMEX",IRMS,RHUL,3,-55.55,0.0986,0.878027999,133,0,,,,,,,BSCE Bisector
ESR7_79,05/11/2019,14:45:00,RHUL,Waste,Waste,5D,51.07813,-2.54741,N,13,WYAB,Leachate,"Mobile inlet, car",Viridor Dimmer Landfill ,Castle Carry,South West England,United Kingdom,Europe,Viridor Secondment-Dimmer Fall Survey,SKC Flexfoil bags,nan,IRMS,RHUL,3,-55.7,0.4,0.9844,496.02542,0.00075,,,,,,,BSCE Bisector
ESR7_32,17/12/2018,11:31:29,RHUL,Waste,Waste,5D,51.5,-0.818,SSW,nan,nan,Landfill,"Mobile inlet, car",Grundon Waste Management,Reading,England,United Kingdom,Europe,Biogas Plant Survey,SKC Flexfoil bags,nan,IRMS,RHUL,3,-55.74,0.183,0.9977,156.1733,0.00044,,,,,,,BSCE Bisector
ESR7_22,21/11/2018,11:23:06,RHUL,Waste,Waste,5B,51.52186,0.13587,SE,4.3,nan,Biogas Plant,"Mobile inlet, car",UTS Biogas ,,England,United Kingdom,Europe,RHUL UNC,SKC Flexfoil bags,nan,IRMS,RHUL,2,-55.87,1.34,1,99.50777,0.00035,,,,,,,BSCE Bisector
ESR7_84,17/02/2020,14:10:00,RHUL,Waste,Waste,5A,50.91533173,-3.32603333,W,11.8,nan,Closed Landfill,"Mobile inlet, car",Viridor Broadpath Landfill ,Broadpath,South West England,United Kingdom,Europe,Viridor Secondment-Broadpath Closeure Impact Survey,SKC Flexfoil bags,nan,IRMS,RHUL,6,-55.9,0.3,0.9933,485.21858,0.00053,,,,,,,BSCE Bisector
ESR9_64,03/05/2018,12:17,RHUL,Waste,Waste,5D,51.38174390,-0.13552430,S,3.58,EGMC,Sewage,"Urban road, mobile inlet",Beddington Lane - Beddington Water Treatment Works,Sutton,London England,United Kingdom,Europe,RHUL UNC,SKC Flexfoil bags,nan,IRMS,RHUL,2,-55.94,0.0716,1,143,0,,,,,,,BSCE Bisector
ESR7_47,11/03/2019,14:15:00,RHUL,Waste,Waste,5B,52.02583,-1.782658,W,6.7,nan,Biogas Plant,"Mobile inlet, car",Stanley's Quarry Nortwick Biogas,Moreton-in-Marsh,England,United Kingdom,Europe,Biogas Plant Survey,SKC Flexfoil bags,nan,IRMS,RHUL,6,-56.17,0.46,0.9632,4054.96474,0.0007,,,,,,,BSCE Bisector
ESR7_71,06/08/2019,10:30:00,RHUL,Waste,Waste,5A,51.18787,-2.98273,WSW/NW,nan,nan,Active Landfill,"Mobile inlet, car",Viridor Walpole Landfill,Pawlett,South West England,United Kingdom,Europe,Viridor Secondment-Walpole Survey,SKC Flexfoil bags,nan,IRMS,RHUL,12,-56.2,0.9,0.6162,3464.81616,0.00047,,,,,,,BSCE Bisector
ESR7_82,17/02/2020,11:15:00,RHUL,Waste,Waste,5A,51.07641,-2.55272,SW,10,nan,Closed Landfill,"Mobile inlet, car",Viridor Dimmer Landfill ,Castle Carry,South West England,United Kingdom,Europe,Viridor Secondment-Dimmer Winter Survey,SKC Flexfoil bags,nan,IRMS,RHUL,6,-56.2,0.1,0.9962,2336.50348,0.00082,,,,,,,BSCE Bisector
ESR9_5,09/02/2018,11:03,RHUL,Waste,Waste,5B,52.73310333,4.73027317,S,5.095071438,iPhone,Waste_Biogas,"Mobile inlet, car","Biogas Dome 2, Heemtweg rd - B-Four Argo",Eenigenburg,North Holland,The Netherlands,Europe,MEMO2 2018 winter school,SKC Flexfoil bags,in plume,IRMS,RHUL,2,-56.51,0.0523,1,359.74749,0.225476,,,,,,,BSCE Bisector
ESR7_4,15/06/2018,15:13:35,RHUL,Waste,Waste,5B,52.00471,-0.14236,SW,4.9,nan,Biogas Plant,"Mobile inlet, car",Biogen Bygrave ,Baldock,East of England,United Kingdom,Europe,CAM,SKC Flexfoil bags,nan,IRMS,RHUL,3,-56.67,0.41,0.9868,1820.51,0.000545,,,,,,,BSCE Bisector
ESR7_43,23/01/2019,14:05:00,RHUL,Waste,Waste,5D,51.32771,-0.76116,nan,nan,nan,WWTP ,"Mobile inlet, car",Camberley Sewage Treatment Works,Camberley,England,United Kingdom,Europe,Biogas Plant Survey,SKC Flexfoil bags,nan,IRMS,RHUL,5,-57.08,1.4,0.9242,635.52874,0.00051,,,,,,,BSCE Bisector
ESR7_72,06/08/2019,13:55:00,RHUL,Waste,Waste,5B,51.18683,-2.9823,nan,nan,nan,Biogas Plant,"Mobile inlet, car",Viridor Walpole Landfill,Pawlett,South West England,United Kingdom,Europe,Viridor Secondment-Walpole Survey,SKC Flexfoil bags,nan,IRMS,RHUL,10,-57.1,0.6,0.0459,5960.16795,0.00078,,,,,,,BSCE Bisector
ESR7_36,03/01/2019,nan,RHUL,Waste,Waste,5D,39.88174,32.928,SE,7.6,nan,Active Landfill,"Mobile inlet, car",Mamak Landfill,Ankara,Ankara,Turkey,Asia,TUR,SKC Flexfoil bags,nan,IRMS,RHUL,9,-57.14,1.1,0.6301,21504.96988,0.0046,,,,,,,BSCE Bisector
ESR9_16,15/06/2018,17:37,RHUL,Waste,Waste,5A,51.10701800,-0.32084900,SW,6.71,EGKK,Landfill,"Rural Industrial waste facility, mobile inlet",Langhurst Wood Rd. Biffa West Sussex Waste Facilities,Horsham,South East England,United Kingdom,Europe,RHUL UNC,SKC Flexfoil bags,Waste_Landfill,IRMS,RHUL,4,-57.17,0.3192,0.917,11859,2,,,,,,,BSCE Bisector
ESR7_57,15/05/2019,12:30:00,RHUL,Waste,Waste,5A,51.102197,-0.325728,SSE,0.5,nan,Active landfill,"Mobile inlet, car",Biffa West Sussex,Horsham,England,United Kingdom,Europe,Biogas Plant Survey,SKC Flexfoil bags,nan,IRMS,RHUL,4,-57.2,1.16,0.8867,807.8924,0.00074,,,,,,,BSCE Bisector
ESR7_7,25/09/2018,13:48:50,RHUL/RUG,Waste,Waste,5B,53.10794,6.79687,WSW-SW,6,nan,Biogas Plant,"Mobile inlet, car",Groengas Hoogezand,Hoogezand,Hoogezand,The Netherlands,Europe,RUG Secondment,SKC Flexfoil bags,nan,IRMS,RHUL,5,-57.22,0.029,0.9887,2723.49195,0.00063,,,,,,,BSCE Bisector
ESR7_70,23/07/2019,10:10:10,RHUL,Waste,Waste,5A,50.91533173,-3.32603333,SE,23,VIAN,Active Landfill,"Mobile inlet, car",Viridor Broadpath Landfill ,Broadpath,South West England,United Kingdom,Europe,Viridor Secondment-Broadpath Survey,SKC Flexfoil bags,nan,IRMS,RHUL,15,-57.3,0.6,0.9431,13385.07114,0.00225,,,,,,,BSCE Bisector
ESR7_16,02/10/2018,03:51:56,RHUL/RUG,Waste,Waste,5A,53.19805,6.63153,SE-SSE,2.8,nan,Active Landfill,"Mobile inlet, car",Stainkoeln 2 Landfill,Groningen,Groningen,The Netherlands,Europe,RUG Secondment,SKC Flexfoil bags,nan,IRMS,RHUL,3,-57.34,0.37,0.9875,770.8043,0.00051,,,,,,,BSCE Bisector
ESR7_39,22/01/2019,15:00:00,RHUL,Waste,Waste,5D,52.47044,-1.690726,SW,1.4,nan,Active Landfill,"Mobile inlet, car",SUEZ recycling and recovery UK,Coventry,England,United Kingdom,Europe,RHUL UNC,SKC Flexfoil bags,nan,IRMS,RHUL,4,-57.9,0.7,0.9234,708.26546,0.00034,,,,,,,BSCE Bisector
ESR7_85,17/02/2020,16:00:00,RHUL,Waste,Waste,5B,50.940305,-2.824712,W,7,nan,Biogas Plant,"Mobile inlet, car",Frogmary Green Farm,Somerset,South West England,United Kingdom,Europe,Biogas Plant Survey,SKC Flexfoil bags,nan,IRMS,RHUL,3,-57.9,0.3,0.7621,1437.88866,0.00092,,,,,,,BSCE Bisector
ESR9_12,15/06/2018,12:04,RHUL,Waste,Waste,1A,50.83688400,0.04848600,SW,5.81,EGKK,Powerplant,"Mobile inlet, car",Viador Beddingham powerplant,Brighton,South East England,United Kingdom,Europe,RHUL UNC ,SKC Flexfoil bags,Downwind of powerblant,IRMS,RHUL,3,-58.00,0.0600,0.9887,322,1,,,,,,,BSCE Bisector
ESR7_68,10/07/2019,nan,RHUL,Waste,Waste,5D,51.078133,-2.547412,SW-WSW,17,WYAB,Leachate,"Mobile inlet, car",Viridor Dimmer Landfill ,Castle Carry,South West England,United Kingdom,Europe,Viridor Secondment-Dimmer Summer Survey,SKC Flexfoil bags,nan,IRMS,RHUL,6,-58,1.2,0.9328,899.88768,0.0004,,,,,,,BSCE Bisector
ESR7_3,15/06/2018,14:05:16,RHUL,Waste,Waste,5A,52.06179,-0.02978,W-WNW,8.9,nan,Closed Landfill,"Mobile inlet, car",Milton Landfill,Cambridge,East of England,United Kingdom,Europe,CAM,SKC Flexfoil bags,nan,IRMS,RHUL,3,-58.29,0.47,0.9887,448.588327,0.00058,,,,,,,BSCE Bisector
RHUL_KM_,6,Mixed,RHUL,Waste,Waste,5A,54.16400,-0.64100,nan,nan,nan,Landfill - active,"Mobile inlet, car",East Knapton Quarry,East Knapton,North Yorkshire,United Kingdom,Europe,RHUL_KMX,SKC Flexfoil bags,Downwind Plume,IRMS,RHUL,13,-58.43,0.22,1.00,7568,0.00163,,,,,,,Excel (Miller-Tans)
ESR7_76,05/11/2019,14:30:00,RHUL,Waste,Waste,5A,51.07279,-2.561966,N,13,WYAB,Active Landfill,"Mobile inlet, car",Viridor Dimmer Landfill ,Castle Carry,South West England,United Kingdom,Europe,Viridor Secondment-Dimmer Fall Survey,SKC Flexfoil bags,nan,IRMS,RHUL,12,-58.6,0.7,0.9587,3125.25517,0.00109,,,,,,,BSCE Bisector
ESR7_31,17/12/2018,15:46:53,RHUL,Waste,Waste,5E,51.39456,-1.0237,S,nan,nan,Papermill,"Mobile inlet, car",Woodside Paper Recycling,Reading,England,United Kingdom,Europe,Biogas Plant Survey,SKC Flexfoil bags,nan,IRMS,RHUL,2,-58.66,0.000284,1,813.48139,0.00035,,,,,,,BSCE Bisector
RHUL_SWC_4,23/11/2017,16:45-17:30,RHUL,Waste,Waste,5A,51.74728,-3.31866,WNW,4.0,Swansea,Active landfill,"Mobile inlet, car","Rural road, downwind plume",Merthyr Tydfil,South Wales,United Kingdom,Europe,RHUL SWC,SKC Flexfoil bags,Downwind Plume,IRMS,RHUL,3,-58.7,,0.99,857,0.00163,,,,,,,Excel
RHUL_FY_,7,Mixed,RHUL,Waste,Waste,5A,53.89729,-3.01981,nan,nan,nan,Landfill before closure,"Mobile inlet, car",Jamieson Landfill - downwind plume,Fleetwood,Lancashire,United Kingdom,Europe,RHUL_FYX,SKC Flexfoil bags,Downwind Plume,IRMS,RHUL,16,-58.74,0.27,1.00,2391,0.00163,,,,,,,Excel (Miller-Tans)
ESR7_89,05/03/2020,13:33:15,RHUL,Waste,Waste,5A,51.64336,-1.25436,N,nan,nan,Landfill,"Mobile inlet, car",FCC Environment,Abingdon,England,United Kingdom,Europe,Biogas Plant Survey,SKC Flexfoil bags,nan,IRMS,RHUL,2,-59,1.5,1,739.54486,0.00077,,,,,,,BSCE Bisector
RHUL_KM_,4,Mixed,RHUL,Waste,Waste,5A,54.24224,-0.70653,nan,nan,nan,Landfill - restored,"Mobile inlet, car",Caulklands landfill and recycling centre - downwind plume,Thornton-le-Dale,North Yorkshire,United Kingdom,Europe,RHUL_KMX,SKC Flexfoil bags,Downwind Plume,IRMS,RHUL,10,-59.26,0.39,1.00,883,0.00163,,,,,,,Excel (Miller-Tans)
RHUL_KM_,1,Mixed,RHUL,Waste,Waste,5A,53.95895,-1.15020,nan,nan,nan,Landfill - active,"Mobile inlet, car",Rufforth Landfill - plume 1 km downwind,Rufforth,North Yorkshire,United Kingdom,Europe,RHUL_KMX,SKC Flexfoil bags,Downwind Plume,IRMS,RHUL,4,-59.39,1.18,1.00,709,0.00163,,,,,,,Excel (Miller-Tans)
ESR7_65,09/07/2019,10:15:00,RHUL,Waste,Waste,5A,51.07279,-2.561966,W-NW,13,WYAB,Active Landfill,"Mobile inlet, car",Viridor Dimmer Landfill ,Castle Carry,South West England,United Kingdom,Europe,Viridor Secondment-Dimmer Summer Survey,SKC Flexfoil bags,nan,IRMS,RHUL,11,-59.5,0.5,0.9724,6939.88643,0.00133,,,,,,,BSCE Bisector
ESR9_83,21/11/2018,11:40,RHUL,Waste,Waste,5A,51.50223290,0.18652340,SE,nan,nan,Landfill,"Urban road, mobile inlet",Veolia Rainham Landfill,Havering,London England,United Kingdom,Europe,RHUL UNC,SKC Flexfoil bags,nan,IRMS,RHUL,5,-59.60,0.0619,0.98315689,582,0,,,,,,,BSCE Bisector
